,Id,Title,Description,Availability,Condition,Price,Sale_Price,Image_Link,Gtin,Product_Type,Brand,Link,category,TrackingId
0,EP-TA20EWEUGWW,Cargador de carga rápida ,"Lleva siempre contigo el cargador de carga rápida de Samsung. Es compatible con cualquier otro dispositivo microUSB, por lo que siempre tendrás tu Smartphone cargado y listo.",in stock,new,24.90 EUR,24.90 EUR,https://images.samsung.com/is/image/samsung/es-travel-adapter-micro-usb-ta20-ep-ta20eweugww-000074630-l-perspective-white?$320_320_PNG$,8806086511162.0,Productos | Accesorios | Accesorios smartphones | Cargadores y Baterias | Accesorios | Accesorios smartphones | Cargadores y Baterias,Samsung,https://shop.samsung.com/es/Productos/Accesorios/Accesorios-smartphones/Cargadores-y-Bater%C3%ADas/Cargador-de-carga-r%C3%A1pida/p/EP-TA20EWEUGWW?cid=es_pd_ppc_google_cargador-de-carga-randaacute;pida--ep-ta20eweugww_ongoing_im-accessories-automatic-feed_pla_none_none,im-accessories,cid=es_pd_ppc_google_cargador-de-carga-randaacute;pida--ep-ta20eweugww_ongoing_im-accessories-automatic-feed_pla_none_none
1,GE87M-X/XEC,Hornos-microondas con grill 23L 900W/Grill 1100W Inox GE87M-X,"El nuevo microondas de Samsung, con un sofisticado y minimalista diseño de espejo en color negro, dará un toque de estilo a tu cocina. Además, podrás manejarlo con facilidad gracias a su control táctil.",in stock,new,144.99 EUR,144.99 EUR,https://images.samsung.com/is/image/samsung/es-microwave-ge87m-x-ge87m-x-xec-frontsilver-62978361?$320_320_PNG$,8806085319042.0,Productos | Electrodomesticos | Hornos - Microondas | Electrodomesticos | Hornos - Microondas | Productos | Electrodomesticos | Cocina | Hornos - Microondas | Electrodomesticos | Cocina | Hornos - Microondas,Samsung,https://www.samsung.com/es/microwave-ovens/convection/microwave-ge87m-x/?cid=es_pd_ppc_google_hornos-microondas-con-grill-23l-900w-grill-1100w-inox-ge87m-x-ge87m-x-xec_ongoing_none-none-automatic-feed_pla_none_none,none-none,cid=es_pd_ppc_google_hornos-microondas-con-grill-23l-900w-grill-1100w-inox-ge87m-x-ge87m-x-xec_ongoing_none-none-automatic-feed_pla_none_none
2,MG23F301TAK/EC,Horno-microondas con grill de 23L 800W/Grill 1100W Negro MG23F301TAK,Sustituye tus platos precocinados por comidas caseras más saludables gracias al horno microondas Samsung F300G. Podrás cocinar deliciosos platos en cuestión de minutos de la forma más sencilla con la ayuda de sus 20 modos de preparación.,in stock,new,125.01 EUR,125.01 EUR,https://images.samsung.com/is/image/samsung/es-microwave-oven-grill-mg23f301tak-mg23f301tak-ec-001-front?$320_320_PNG$,8806085848696.0,Productos | Electrodomesticos | Hornos - Microondas | Electrodomesticos | Hornos - Microondas | Productos | Electrodomesticos | Cocina | Hornos - Microondas | Electrodomesticos | Cocina | Hornos - Microondas,Samsung,https://shop.samsung.com/es/Productos/Electrodom%C3%A9sticos/Hornos---Microondas/Horno-microondas-con-grill-de-23-L-MG23F301TAK/p/MG23F301TAK/EC?cid=es_pd_ppc_google_horno-microondas-con-grill-de-23l-800w-grill-1100w-negro-mg23f301tak-mg23f301tak-ec_ongoing_da-microwave-automatic-feed_pla_none_none,da-microwave,cid=es_pd_ppc_google_horno-microondas-con-grill-de-23l-800w-grill-1100w-negro-mg23f301tak-mg23f301tak-ec_ongoing_da-microwave-automatic-feed_pla_none_none
3,HAFEX/EXP,Filtro frigorífico Exterior,"Cuando compres un frigorífico Side by Side o  Foodshowcase de Samsung con dispensador de agua y hielo, te garantizarás que no haya contaminantes o bacterias en tu agua. Así disfrutarás siempre de agua fresca y filtrada.",in stock,new,59.00 EUR,59.00 EUR,https://images.samsung.com/is/image/samsung/es-refrigerators-filter-hafex-hafex-exp-001-front?$320_320_PNG$,8803821751296.0,Productos | Accesorios | Accesorios electrodomesticos | Acc frigorificos | Accesorios | Accesorios electrodomesticos | Acc frigorificos,Samsung,https://shop.samsung.com/es/Productos/Accesorios/Accesorios-electrodom%C3%A9sticos/Acc-frigor%C3%ADficos/Filtro-frigor%C3%ADfico-Exterior/p/HAFEX/EXP?cid=es_pd_ppc_google_filtro-frigorandiacute;fico-exterior-hafex-exp_ongoing_none-none-automatic-feed_pla_none_none,none-none,cid=es_pd_ppc_google_filtro-frigorandiacute;fico-exterior-hafex-exp_ongoing_none-none-automatic-feed_pla_none_none
4,HAFIN2/EXP,Filtro frigorífico Interior,"Cuando compres un frigorífico Side by Side de Samsung con dispensador de agua y hielo, te garantizarás que no haya contaminantes o bacterias en tu agua. Así disfrutarás siempre de agua fresca y filtrada.",in stock,new,68.99 EUR,68.99 EUR,https://images.samsung.com/is/image/samsung/es-refrigerators-filter-hafin2-hafin2-exp-001-front-white?$320_320_PNG$,8803821890919.0,Productos | Accesorios | Accesorios electrodomesticos | Acc frigorificos | Accesorios | Accesorios electrodomesticos | Acc frigorificos,Samsung,https://shop.samsung.com/es/Productos/Accesorios/Accesorios-electrodom%C3%A9sticos/Acc-frigor%C3%ADficos/Filtro-frigor%C3%ADfico-Interior/p/HAFIN2/EXP?cid=es_pd_ppc_google_filtro-frigorandiacute;fico-interior-hafin2-exp_ongoing_none-none-automatic-feed_pla_none_none,none-none,cid=es_pd_ppc_google_filtro-frigorandiacute;fico-interior-hafin2-exp_ongoing_none-none-automatic-feed_pla_none_none
5,VCA-RBT20,Batería Navibot, features,in stock,new,79.00 EUR,79.00 EUR,https://images.samsung.com/is/image/samsung/es-vacuum-cleaners-robot-battery-rbt-20-vca-rbt20-001-front?$320_320_PNG$,8808993841295.0,Productos | Accesorios | Accesorios electrodomesticos | Acc aspiradores | Accesorios | Accesorios electrodomesticos | Acc aspiradores,Samsung,https://shop.samsung.com/es/Productos/Accesorios/Accesorios-electrodom%C3%A9sticos/Acc-aspiradores/Bater%C3%ADa-Navibot/p/VCA-RBT20?cid=es_pd_ppc_google_baterandiacute;a-navibot-vca-rbt20_ongoing_da-vacuum-automatic-feed_pla_none_none,da-vacuum,cid=es_pd_ppc_google_baterandiacute;a-navibot-vca-rbt20_ongoing_da-vacuum-automatic-feed_pla_none_none
6,VCA-RBT30,Batería Navibot S , ,in stock,new,79.00 EUR,79.00 EUR,https://images.samsung.com/is/image/samsung/es-vacuum-cleaners-robot-battery-rbt-30-vca-rbt30-001-front?$320_320_PNG$,8806085145955.0,Productos | Accesorios | Accesorios electrodomesticos | Acc aspiradores | Accesorios | Accesorios electrodomesticos | Acc aspiradores,Samsung,https://shop.samsung.com/es/Productos/Accesorios/Accesorios-electrodom%C3%A9sticos/Acc-aspiradores/Bater%C3%ADa-Navibot-S/p/VCA-RBT30?cid=es_pd_ppc_google_baterandiacute;a-navibot-s--vca-rbt30_ongoing_da-vacuum-automatic-feed_pla_none_none,da-vacuum,cid=es_pd_ppc_google_baterandiacute;a-navibot-s--vca-rbt30_ongoing_da-vacuum-automatic-feed_pla_none_none
7,VCA-VP78MF,Bolsa Aspirador (x4) + Filtro premotor ,,in stock,new,12.00 EUR,12.00 EUR,https://images.samsung.com/is/image/samsung/es-vacuum-cleaners-bag-filter-vp-78mf-vca-vp78mf-001-front-white?$320_320_PNG$,8806085835801.0,Productos | Accesorios | Accesorios electrodomesticos | Acc aspiradores | Accesorios | Accesorios electrodomesticos | Acc aspiradores,Samsung,https://shop.samsung.com/es/Productos/Accesorios/Accesorios-electrodom%C3%A9sticos/Acc-aspiradores/Bolsa-Aspirador-%28x4%29-%2B-Filtro-premotor/p/VCA-VP78MF?cid=es_pd_ppc_google_bolsa-aspirador-(x4)-+-filtro-premotor--vca-vp78mf_ongoing_da-vacuum-automatic-feed_pla_none_none,da-vacuum,cid=es_pd_ppc_google_bolsa-aspirador-(x4)-+-filtro-premotor--vca-vp78mf_ongoing_da-vacuum-automatic-feed_pla_none_none
8,RZ32M7135S9/ES,Congelador Twin Inox Clasificación Energética F RZ32M7135S9,"Los nuevos congeladores TWIN cuentan con una mayor capacidad interior manteniendo el mismo tamaño exterior, para que así encajen sin problema en tu cocina. Tendrás espacio de sobra para guardar toda tu compra semanal, y mantener su interior totalmente organizado.",preorder,new,979.00 EUR,734.25 EUR,https://images.samsung.com/is/image/samsung/es-twin-rz32m7135s9-rz32m7135s9-es-frontsilver-66829120?$320_320_PNG$,8806088756943.0,Productos | Electrodomesticos | Frigorificos | Combis 2 metros | Electrodomesticos | Frigorificos | Combis 2 metros,Samsung,https://www.samsung.com/es/refrigerators/one-door/315l-ez-clean-steel-rz32m7135s9-es/?cid=es_pd_ppc_google_congelador-twin-inox-clasificaciandoacute;n-energandeacute;tica-f-rz32m7135s9-rz32m7135s9-es_ongoing_da-refrigerator-automatic-feed_pla_none_none,da-refrigerator,cid=es_pd_ppc_google_congelador-twin-inox-clasificaciandoacute;n-energandeacute;tica-f-rz32m7135s9-rz32m7135s9-es_ongoing_da-refrigerator-automatic-feed_pla_none_none
9,RR39M7165S9/ES,Frigorífico Twin 387L Inox Clasificación Energética E RR39M7165S9,"Los nuevos frigoríficos TWIN cuentan con una mayor capacidad y el mismo tamaño de siempre, para que así encajen sin problema en tu cocina. Tendrás espacio de sobra para guardar toda tu compra semanal, y mantener su interior totalmente organizado.",in stock,new,929.00 EUR,696.75 EUR,https://images.samsung.com/is/image/samsung/es-one-door-rr39m7165s9-rr39m7165s9-es-Silver-68774411?$320_320_PNG$,8806088756790.0,Productos | Electrodomesticos | Frigorificos | Twin | Electrodomesticos | Frigorificos | Twin,Samsung,https://www.samsung.com/es/refrigerators/one-door/385l-real-steel-rr39m7165s9-es/?cid=es_pd_ppc_google_frigorandiacute;fico-twin-387l-inox-clasificaciandoacute;n-energandeacute;tica-e-rr39m7165s9-rr39m7165s9-es_ongoing_da-refrigerator-automatic-feed_pla_none_none,da-refrigerator,cid=es_pd_ppc_google_frigorandiacute;fico-twin-387l-inox-clasificaciandoacute;n-energandeacute;tica-e-rr39m7165s9-rr39m7165s9-es_ongoing_da-refrigerator-automatic-feed_pla_none_none
10,VG-SOCM15/XC,"Cable  ""e""Oacute;ptico Casi Invisible de 15 metros","Saca el máximo provecho a tu espacio. Con un único cable óptico, prácticamente invisible, podrás conectar todos tus dispositivos sin los molestos cables y enredos. ",in stock,new,259.00 EUR,259.00 EUR,https://images.samsung.com/is/image/samsung/es-vg-socm15-optical-cable-vg-socm15-xc-frontgray-65780567?$320_320_PNG$,8806088815602.0,Productos | Accesorios | Accesorios television | Accesorios | Accesorios television,Samsung,https://shop.samsung.com/es/TV-AUDIO/CTV%3AColorTV/Cable-%C3%93ptico-Casi-Invisible-de-15-metros/p/VG-SOCM15/XC?cid=es_pd_ppc_google_cable-andoacute;ptico-casi-invisible-de-15-metros-vg-socm15-xc_ongoing_vd-accessories-automatic-feed_pla_none_none,vd-accessories,cid=es_pd_ppc_google_cable-andoacute;ptico-casi-invisible-de-15-metros-vg-socm15-xc_ongoing_vd-accessories-automatic-feed_pla_none_none
11,MB-MC32GA/EU,EVO Plus Tarjeta microSD 32GB ,"Te presentamos las tarjetas de memoria con mayor capacidad y velocidad de lectura de su clase, idóneas para vídeos 4K UHD. Mantén tus recuerdos siempre a salvo con el rendimiento y fiabilidad de las tarjetas EVO Plus. ",out of stock,new,10.99 EUR,10.99 EUR,https://images.samsung.com/is/image/samsung/es-evo-plus-microsd-card-with-sd-adapter-95-mb-mc32ga-eu-frontred-66324395?$320_320_PNG$,8806088676562.0,Productos | Informatica | Almacenamiento | Tarjetas de memoria | Informatica | Almacenamiento | Tarjetas de memoria,Samsung,https://shop.samsung.com/es/Productos/IT/Almacenamiento/Tarjetas-de-memoria/EVO-Plus-Tarjeta-microSD-32GB/p/MB-MC32GA/EU?cid=es_pd_ppc_google_evo-plus-tarjeta-microsd-32gb--mb-mc32ga-eu_ongoing_none-none-automatic-feed_pla_none_none,none-none,cid=es_pd_ppc_google_evo-plus-tarjeta-microsd-32gb--mb-mc32ga-eu_ongoing_none-none-automatic-feed_pla_none_none
12,MC28M6055CS/EC,Hornos-microondas de convección 28L 900W/Grill 1500W/2100W Plateado MC28M6055CS,"Gracias a la tecnología HOTBLAST™, pasarás menos tiempo en la cocina. Su potente sistema de difusión de aire caliente incide directamente en los alimentos acelerando el tiempo de cocción. Consigue platos crujientes por fuera y muy sabrosos por dentro.",in stock,new,239.00 EUR,239.00 EUR,https://images.samsung.com/is/image/samsung/es-microwave-mc28m6055csec-mc28m6055cs-ec-frontsilver-66833350?$320_320_PNG$,8806088838571.0,Productos | Electrodomesticos | Hornos - Microondas | Electrodomesticos | Hornos - Microondas | Productos | Electrodomesticos | Cocina | Hornos - Microondas | Electrodomesticos | Cocina | Hornos - Microondas,Samsung,https://shop.samsung.com/es/Productos/Electrodom%C3%A9sticos/Hornos---Microondas/Hornos-microondas-de-convecci%C3%B3n-MC28M6055CS/p/MC28M6055CS/EC?cid=es_pd_ppc_google_hornos-microondas-de-convecciandoacute;n-28l-900w-grill-1500w-2100w-plateado-mc28m6055cs-mc28m6055cs-ec_ongoing_da-microwave-automatic-feed_pla_none_none,da-microwave,cid=es_pd_ppc_google_hornos-microondas-de-convecciandoacute;n-28l-900w-grill-1500w-2100w-plateado-mc28m6055cs-mc28m6055cs-ec_ongoing_da-microwave-automatic-feed_pla_none_none
13,VG-SGSM11S/XC,Soporte de televisor Peana Samsung Tower VG-SGSM11S,"El soporte Samsung Tower Stand ha sido fabricado para que destaque allá donde lo coloques. Su diseño totalmente metálico y circular encajará a la perfección con tu televisor, dando al mismo tiempo un aspecto acogedor y brillante a tu salón.",in stock,new,799.00 EUR,799.00 EUR,https://images.samsung.com/is/image/samsung/es-gravity-stand-vg-sgsm11s-vg-sgsm11s-xc-frontsilver-69534519?$320_320_PNG$,8806088826479.0,Productos | Accesorios | Accesorios television | Accesorios | Accesorios television,Samsung,https://shop.samsung.com/es/Productos/Accesorios/Accesorios-televisi%C3%B3n/Soporte-de-televisor-Peana-Samsung-Tower-VG-SGSM11S/p/VG-SGSM11S/XC?cid=es_pd_ppc_google_soporte-de-televisor-peana-samsung-tower-vg-sgsm11s-vg-sgsm11s-xc_ongoing_vd-accessories-automatic-feed_pla_none_none,vd-accessories,cid=es_pd_ppc_google_soporte-de-televisor-peana-samsung-tower-vg-sgsm11s-vg-sgsm11s-xc_ongoing_vd-accessories-automatic-feed_pla_none_none
15,SK-DH,Kit de unión lavadora y secadora,"Tus opiniones sobre este producto pueden ayudarnos mucho, y también pueden ser útiles para cualquier persona que se plantee comprar uno.",in stock,new,15.00 EUR,15.00 EUR,https://images.samsung.com/is/image/samsung/es-washing-machines-stacking-kit-sk-dh-sk-dh-001-front-silver?$320_320_PNG$,8806071037578.0,Productos | Accesorios | Accesorios electrodomesticos | Acc lavadoras | Accesorios | Accesorios electrodomesticos | Acc lavadoras,Samsung,https://shop.samsung.com/es/Productos/Accesorios/Accesorios-electrodom%C3%A9sticos/Acc-lavadoras/Kit-de-uni%C3%B3n-lavadora-y-secadora/p/SK-DH?cid=es_pd_ppc_google_kit-de-uniandoacute;n-lavadora-y-secadora-sk-dh_ongoing_none-none-automatic-feed_pla_none_none,none-none,cid=es_pd_ppc_google_kit-de-uniandoacute;n-lavadora-y-secadora-sk-dh_ongoing_none-none-automatic-feed_pla_none_none
16,SKK-DD,Kit de unión lavadora y secadora SKK-DD,,preorder,new,59.00 EUR,59.00 EUR,https://images.samsung.com/is/image/samsung/es-kit-skk-dd-skk-dd-front-75408225?$320_320_PNG$,8806088662923.0,Productos | Accesorios | Accesorios electrodomesticos | Accesorios | Accesorios electrodomesticos,Samsung,https://www.samsung.com/es/home-appliance-accessories/kit-skk-dd-skk-dd/?cid=es_pd_ppc_google_kit-de-uniandoacute;n-lavadora-y-secadora-skk-dd-skk-dd_ongoing_none-none-automatic-feed_pla_none_none,none-none,cid=es_pd_ppc_google_kit-de-uniandoacute;n-lavadora-y-secadora-skk-dd-skk-dd_ongoing_none-none-automatic-feed_pla_none_none
17,MU-PA500B/EU,Portable SSD T5 SATA 500GB,"El nuevo SSD portátil T5 lleva la velocidad de transferencia a un nuevo nivel y aporta una nueva experiencia en el almacenamiento externo. Con un diseño compacto y duradero y una protección de cifrado con contraseña, el T5 es muy fácil de llevar y además, es seguro.",in stock,new,103.99 EUR,103.99 EUR,https://images.samsung.com/is/image/samsung/es-portable-ssd-t5-mu-pa500b-eu-frontblue-96007461?$320_320_PNG$,8806088888514.0,Productos | Informatica | Almacenamiento | SSD Portatil | Informatica | Almacenamiento | SSD Portatil,Samsung,https://shop.samsung.com/es/INFORM%C3%81TICA/Memory/Portable-SSD-T5-SATA-500GB/p/MU-PA500B/EU?cid=es_pd_ppc_google_portable-ssd-t5-sata-500gb-mu-pa500b-eu_ongoing_it-memory-automatic-feed_pla_none_none,it-memory,cid=es_pd_ppc_google_portable-ssd-t5-sata-500gb-mu-pa500b-eu_ongoing_it-memory-automatic-feed_pla_none_none
18,DW60M6050FW/EC,Lavavajillas Clasificación Energética E Serie 6 de 14 cubiertos Blanco DW60M6050FW,"Una forma más sencilla  e intuitiva de limpiar tus platos gracias a un gran display LED muy sencillo de leer. Comprobarás el estado, ajustes, tiempo restante y progreso del ciclo de un vistazo. Controla tu lavavajillas fácilmente.",in stock,new,529.00 EUR,396.75 EUR,https://images.samsung.com/is/image/samsung/es-dishwasher-dw60m6050fw-dw60m6050fw-ec-white-White-249373815?$320_320_PNG$,8806088927114.0,Productos | Electrodomesticos | Lavavajillas | Lavavajillas Estandar | Electrodomesticos | Lavavajillas | Lavavajillas Estandar,Samsung,https://www.samsung.com/es/dishwashers/freestanding/14-place-settings-white-dw60m6050fw-ec/?cid=es_pd_ppc_google_lavavajillas-clasificaciandoacute;n-energandeacute;tica-e-serie-6-de-14-cubiertos-blanco-dw60m6050fw-dw60m6050fw-ec_ongoing_da-dishwasher-automatic-feed_pla_none_none,da-dishwasher,cid=es_pd_ppc_google_lavavajillas-clasificaciandoacute;n-energandeacute;tica-e-serie-6-de-14-cubiertos-blanco-dw60m6050fw-dw60m6050fw-ec_ongoing_da-dishwasher-automatic-feed_pla_none_none
19,DW60M6050FS/EC,Lavavajillas Clasificación Energética E Serie 6 de 14 cubiertos Inox DW60M6050FS,"Una forma más sencilla e intuitiva de limpiar tus platos gracias a un gran display LED muy sencillo de leer. Comprobarás el estado, ajustes, tiempo restante y progreso del ciclo de un vistazo. Controla tu lavavajillas fácilmente.",preorder,new,579.00 EUR,579.00 EUR,https://images.samsung.com/is/image/samsung/es-dishwasher-dw60m6050fs-dw60m6050fs-ec-silver-Silver-249363293?$320_320_PNG$,8806088927107.0,Productos | Electrodomesticos | Lavavajillas | Lavavajillas Estandar | Electrodomesticos | Lavavajillas | Lavavajillas Estandar,Samsung,https://shop.samsung.com/es/ELECTRODOM%C3%89STICOS/WM%3AWashingMachine/Lavavajillas-Serie-6-de-14-cubiertos-DW60M6050FS/p/DW60M6050FS/EC?cid=es_pd_ppc_google_lavavajillas-clasificaciandoacute;n-energandeacute;tica-e-serie-6-de-14-cubiertos-inox-dw60m6050fs-dw60m6050fs-ec_ongoing_da-dishwasher-automatic-feed_pla_none_none,da-dishwasher,cid=es_pd_ppc_google_lavavajillas-clasificaciandoacute;n-energandeacute;tica-e-serie-6-de-14-cubiertos-inox-dw60m6050fs-dw60m6050fs-ec_ongoing_da-dishwasher-automatic-feed_pla_none_none
20,DW60M6040FW/EC,Lavavajillas Clasificación Energética E Serie 6 de 13 cubiertos Blanco DW60M6040FW,"Una forma más sencilla  e intuitiva de limpiar tus platos gracias a un gran display LED muy sencillo de leer. Comprobarás el estado, ajustes, tiempo restante y progreso del ciclo de un vistazo. Controla tu lavavajillas fácilmente.",preorder,new,459.00 EUR,459.00 EUR,https://images.samsung.com/is/image/samsung/es-dishwasher-dw60m6040fw-dw60m6040fw-ec-white-White-249374030?$320_320_PNG$,8806088922980.0,Productos | Electrodomesticos | Lavavajillas | Lavavajillas Estandar | Electrodomesticos | Lavavajillas | Lavavajillas Estandar,Samsung,https://www.samsung.com/es/dishwashers/freestanding/13-place-settings-white-dw60m6040fw-ec/?cid=es_pd_ppc_google_lavavajillas-clasificaciandoacute;n-energandeacute;tica-e-serie-6-de-13-cubiertos-blanco-dw60m6040fw-dw60m6040fw-ec_ongoing_da-dishwasher-automatic-feed_pla_none_none,da-dishwasher,cid=es_pd_ppc_google_lavavajillas-clasificaciandoacute;n-energandeacute;tica-e-serie-6-de-13-cubiertos-blanco-dw60m6040fw-dw60m6040fw-ec_ongoing_da-dishwasher-automatic-feed_pla_none_none
21,MZ-76P256B/EU,SSD 860 PRO SATA 250GB,"Experimenta una fiabilidad líder del mercado con la unidad SSD 860 PRO. Diseñado para ordenadores de alta gama, estaciones de trabajo y NAS, la nueva SSD cuenta con la última tecnología V-NAND Samsung y un robusto controlador basado en algoritmos, ofreciendo así un rendimiento de última generación a profesionales creativos, informáticos y gamers.",out of stock,new,100.99 EUR,100.99 EUR,https://images.samsung.com/is/image/samsung/es-860-pro-sata-3-2-5-inch-ssd-mz-76p256b-eu-frontblack-90707619?$320_320_PNG$,8801643120498.0,Productos | Informatica | Almacenamiento | Discos Solidos SSD | Informatica | Almacenamiento | Discos Solidos SSD,Samsung,https://shop.samsung.com/es/Productos/IT/Almacenamiento/Discos-S%C3%B3lidos-SSD/SSD-860-PRO-SATA-1TB/p/MZ-76P256B/EU?cid=es_pd_ppc_google_ssd-860-pro-sata-250gb-mz-76p256b-eu_ongoing_it-memory-automatic-feed_pla_none_none,it-memory,cid=es_pd_ppc_google_ssd-860-pro-sata-250gb-mz-76p256b-eu_ongoing_it-memory-automatic-feed_pla_none_none
22,MZ-76P512B/EU,SSD 860 PRO SATA 500GB,"Experimenta una fiabilidad líder del mercado con la unidad SSD 860 PRO. Diseñado para ordenadores de alta gama, estaciones de trabajo y NAS, la nueva SSD cuenta con la última tecnología V-NAND Samsung y un robusto controlador basado en algoritmos, ofreciendo así un rendimiento de última generación a profesionales creativos, informáticos y gamers.",out of stock,new,131.99 EUR,131.99 EUR,https://images.samsung.com/is/image/samsung/es-860-pro-sata-3-2-5-inch-ssd-mz-76p512b-eu-frontblack-90707704?$320_320_PNG$,8801643119072.0,Productos | Informatica | Almacenamiento | Discos Solidos SSD | Informatica | Almacenamiento | Discos Solidos SSD,Samsung,https://shop.samsung.com/es/Productos/IT/Almacenamiento/Discos-S%C3%B3lidos-SSD/SSD-860-PRO-SATA-1TB/p/MZ-76P512B/EU?cid=es_pd_ppc_google_ssd-860-pro-sata-500gb-mz-76p512b-eu_ongoing_it-memory-automatic-feed_pla_none_none,it-memory,cid=es_pd_ppc_google_ssd-860-pro-sata-500gb-mz-76p512b-eu_ongoing_it-memory-automatic-feed_pla_none_none
23,MZ-76E1T0B/EU,SSD 860 EVO SATA 1TB ,"Te presentamos la nueva versión del SSD SATA líder de ventas, el Samsung 860 EVO. Diseñado para ordenadores y portátiles de alta gama, el nuevo SSD cuenta con la última tecnología V-NAND Samsung y un robusto controlador basado en algoritmos, y está disponible en distintos formatos y capacidades.",out of stock,new,172.99 EUR,172.99 EUR,https://images.samsung.com/is/image/samsung/es-860-evo-sata-3-2-5-ssd-mz-76e1t0b-eu-frontblack-273732078?$320_320_PNG$,8806088934884.0,Productos | Informatica | Almacenamiento | Discos Solidos SSD | Informatica | Almacenamiento | Discos Solidos SSD,Samsung,https://shop.samsung.com/es/Productos/IT/Almacenamiento/Discos-S%C3%B3lidos-SSD/SSD-860-EVO-SATA-1TB/p/MZ-76E1T0B/EU?cid=es_pd_ppc_google_ssd-860-evo-sata-1tb--mz-76e1t0b-eu_ongoing_it-memory-automatic-feed_pla_none_none,it-memory,cid=es_pd_ppc_google_ssd-860-evo-sata-1tb--mz-76e1t0b-eu_ongoing_it-memory-automatic-feed_pla_none_none
24,MZ-76E250B/EU,SSD 860 EVO SATA 250GB ,"Te presentamos la nueva versión del SSD SATA líder de ventas, el Samsung 860 EVO. Diseñado para ordenadores y portátiles de alta gama, el nuevo SSD cuenta con la última tecnología V-NAND Samsung y un robusto controlador basado en algoritmos, y está disponible en distintos formatos y capacidades.",out of stock,new,55.99 EUR,55.99 EUR,https://images.samsung.com/is/image/samsung/es-860-evo-sata-3-2-5-ssd-mz-76e250b-eu-frontblack-273732098?$320_320_PNG$,8806088933986.0,Productos | Informatica | Almacenamiento | Discos Solidos SSD | Informatica | Almacenamiento | Discos Solidos SSD,Samsung,https://shop.samsung.com/es/Productos/IT/Almacenamiento/Discos-S%C3%B3lidos-SSD/SSD-860-EVO-SATA-1TB/p/MZ-76E250B/EU?cid=es_pd_ppc_google_ssd-860-evo-sata-250gb--mz-76e250b-eu_ongoing_it-memory-automatic-feed_pla_none_none,it-memory,cid=es_pd_ppc_google_ssd-860-evo-sata-250gb--mz-76e250b-eu_ongoing_it-memory-automatic-feed_pla_none_none
25,MZ-76E500B/EU,SSD 860 EVO SATA 500GB ,"Te presentamos la nueva versión del SSD SATA líder de ventas, el Samsung 860 EVO. Diseñado para ordenadores y portátiles de alta gama, el nuevo SSD cuenta con la última tecnología V-NAND Samsung y un robusto controlador basado en algoritmos, y está disponible en distintos formatos y capacidades.",out of stock,new,90.99 EUR,90.99 EUR,https://images.samsung.com/is/image/samsung/es-860-evo-sata-3-2-5-ssd-mz-76e500b-eu-frontblack-273732119?$320_320_PNG$,8806088936017.0,Productos | Informatica | Almacenamiento | Discos Solidos SSD | Informatica | Almacenamiento | Discos Solidos SSD,Samsung,https://shop.samsung.com/es/Productos/IT/Almacenamiento/Discos-S%C3%B3lidos-SSD/SSD-860-EVO-SATA-1TB/p/MZ-76E500B/EU?cid=es_pd_ppc_google_ssd-860-evo-sata-500gb--mz-76e500b-eu_ongoing_it-memory-automatic-feed_pla_none_none,it-memory,cid=es_pd_ppc_google_ssd-860-evo-sata-500gb--mz-76e500b-eu_ongoing_it-memory-automatic-feed_pla_none_none
26,MU-PA2T0B/EU,Portable SSD T5 SATA 2TB,"El nuevo SSD portátil T5 lleva la velocidad de transferencia a un nuevo nivel y aporta una nueva experiencia en el almacenamiento externo. Con un diseño compacto y duradero y una protección de cifrado con contraseña, el T5 es muy fácil de llevar y además, es seguro.",in stock,new,279.99 EUR,279.99 EUR,https://images.samsung.com/is/image/samsung/es-portable-ssd-t5-mu-pa2t0b-eu-frontblack-96007433?$320_320_PNG$,8806088886992.0,Productos | Informatica | Almacenamiento | SSD Portatil | Informatica | Almacenamiento | SSD Portatil,Samsung,https://shop.samsung.com/es/Productos/IT/Almacenamiento/SSD-Port%C3%A1til/Portable-SSD-T5-1TB/p/MU-PA2T0B/EU?cid=es_pd_ppc_google_portable-ssd-t5-sata-2tb-mu-pa2t0b-eu_ongoing_it-memory-automatic-feed_pla_none_none,it-memory,cid=es_pd_ppc_google_portable-ssd-t5-sata-2tb-mu-pa2t0b-eu_ongoing_it-memory-automatic-feed_pla_none_none
27,MU-PA1T0B/EU,Portable SSD T5 SATA 1TB,"El nuevo SSD portátil T5 lleva la velocidad de transferencia a un nuevo nivel y aporta una nueva experiencia en el almacenamiento externo. Con un diseño compacto y duradero y una protección de cifrado con contraseña, el T5 es muy fácil de llevar y además, es seguro.",in stock,new,156.99 EUR,156.99 EUR,https://images.samsung.com/is/image/samsung/es-portable-ssd-t5-mu-pa1t0b-eu-frontblack-96007381?$320_320_PNG$,8806088887036.0,Productos | Informatica | Almacenamiento | SSD Portatil | Informatica | Almacenamiento | SSD Portatil,Samsung,https://shop.samsung.com/es/Productos/IT/Almacenamiento/SSD-Port%C3%A1til/Portable-SSD-T5-1TB/p/MU-PA1T0B/EU?cid=es_pd_ppc_google_portable-ssd-t5-sata-1tb-mu-pa1t0b-eu_ongoing_it-memory-automatic-feed_pla_none_none,it-memory,cid=es_pd_ppc_google_portable-ssd-t5-sata-1tb-mu-pa1t0b-eu_ongoing_it-memory-automatic-feed_pla_none_none
