,Id,Title,Description,Availability,Condition,Price,Sale_Price,Image_Link,Gtin,Product_Type,Brand,Link,category,TrackingId
118,MUF-128DB/APC,USB DUO Titan Gray Plus 128GB,Duplica la comodidad. La DUO Plus es una memoria tipo C con un útil adaptador tipo A. Trabaja sin complicaciones: el intuitivo adaptador tipo A integrado funciona con tus dispositivos antiguos. Su rendimiento y velocidad superiores te permiten mover tus datos y liberar espacio con total flexibilidad.,in stock,new,31.99 EUR,31.99 EUR,https://images.samsung.com/is/image/samsung/es-usb-titan-gray-plus-2018-muf-128db-apc-frontblack-274593330?$320_320_PNG$,8801643233648.0,Productos | Informatica | Almacenamiento | Memorias USB  | Informatica | Almacenamiento | Memorias USB ,Samsung,https://shop.samsung.com/es/INFORM%C3%81TICA/Memory/Memoria-USB-Titan-Gray-Plus/p/MUF-128DB/APC?cid=es_pd_ppc_google_usb-duo-titan-gray-plus-128gb-muf-128db-apc_ongoing_none-none-automatic-feed_pla_none_none,none-none,cid=es_pd_ppc_google_usb-duo-titan-gray-plus-128gb-muf-128db-apc_ongoing_none-none-automatic-feed_pla_none_none
119,MUF-256BE4/APC,USB BAR Titan Gray Plus 256 GB,"Modernidad con un toque cásico. La nueva generación de Bar Plus mejora los pendrives de  uso diario, ofreciendo velocidad y diseño. Cuando lo sujetas, notas cómo el cuerpo metálico de una sola pieza es minimalista, combinando estilo, velocidad y fiabilidad.",in stock,new,45.99 EUR,45.99 EUR,https://images.samsung.com/is/image/samsung/es-usb-3-1-flash-drive-bar-plus-gray-muf-256be4-apc-fronttitaniumgray-274581857?$320_320_PNG$,8801643230678.0,Productos | Informatica | Almacenamiento | Informatica | Almacenamiento,Samsung,https://shop.samsung.com/es/INFORM%C3%81TICA/Memory/BAR-Titan-Gray-Plus/p/MUF-256BE4/APC?cid=es_pd_ppc_google_usb-bar-titan-gray-plus-256-gb-muf-256be4-apc_ongoing_none-none-automatic-feed_pla_none_none,none-none,cid=es_pd_ppc_google_usb-bar-titan-gray-plus-256-gb-muf-256be4-apc_ongoing_none-none-automatic-feed_pla_none_none
120,MZ-77Q4T0BW,SSD 870 QVO SATA III 4TB,"El 870 QVO es lo último de la segunda generación de Samsung. El SSD QLC es el tipo de SSD de mayor capacidad, ya que proporciona hasta 8 TB de almacenamiento. Este disco, ofrece opciones increíbles para los usuarios que quieren aumentar la memoria de su PC o portátil hasta el máximo disponible en el mercado, y sin comprometer el rendimiento.",out of stock,new,430.99 EUR,430.99 EUR,https://images.samsung.com/is/image/samsung/es-870-qvo-sata-3-2-5-ssd-mz-77q4t0bw-frontblack-277128314?$320_320_PNG$,8806090396021.0,Productos | Informatica | Almacenamiento | Discos Solidos SSD | Informatica | Almacenamiento | Discos Solidos SSD,Samsung,https://shop.samsung.com/es/INFORM%C3%81TICA/Memory/SSD-870-QVO-SATA-III/p/MZ-77Q4T0BW?cid=es_pd_ppc_google_ssd-870-qvo-sata-iii-4tb-mz-77q4t0bw_ongoing_it-memory-automatic-feed_pla_none_none,it-memory,cid=es_pd_ppc_google_ssd-870-qvo-sata-iii-4tb-mz-77q4t0bw_ongoing_it-memory-automatic-feed_pla_none_none
121,MUF-64AB/APC,USB FIT Gray Plus 64GB,Obtén más espacio de forma compacta. Conecta el USB FIT Plus para tener un almacenamiento secundario para tus dispositivos y déjalo puesto para llevar fácilmente más archivos donde quiera que vayas. No estorba y tienes los archivos accesibles de forma fiable y rápida con la velocidad de USB 3.1.,out of stock,new,15.98 EUR,15.98 EUR,https://images.samsung.com/is/image/samsung/es-usb-3-1-flash-drive-fit-plus-muf-64ab-apc-frontblack-274582396?$320_320_PNG$,8801643233495.0,Productos | Informatica | Almacenamiento | Informatica | Almacenamiento,Samsung,https://shop.samsung.com/es/INFORM%C3%81TICA/Memory/FIT-Titan-Gray-Plus/p/MUF-64AB/APC?cid=es_pd_ppc_google_usb-fit-gray-plus-64gb-muf-64ab-apc_ongoing_none-none-automatic-feed_pla_none_none,none-none,cid=es_pd_ppc_google_usb-fit-gray-plus-64gb-muf-64ab-apc_ongoing_none-none-automatic-feed_pla_none_none
122,MUF-256DB/APC,USB DUO Titan Gray Plus 256GB,Duplica la comodidad. La DUO Plus es una memoria tipo C con un útil adaptador tipo A. Trabaja sin complicaciones: el intuitivo adaptador tipo A integrado funciona con tus dispositivos antiguos. Su rendimiento y velocidad superiores te permiten mover tus datos y liberar espacio con total flexibilidad.,in stock,new,49.99 EUR,49.99 EUR,https://images.samsung.com/is/image/samsung/es-usb-titan-gray-plus-2018-muf-256db-apc-frontblack-274593357?$320_320_PNG$,8801643233655.0,Productos | Informatica | Almacenamiento | Memorias USB  | Informatica | Almacenamiento | Memorias USB ,Samsung,https://shop.samsung.com/es/INFORM%C3%81TICA/Memory/Memoria-USB-Titan-Gray-Plus/p/MUF-256DB/APC?cid=es_pd_ppc_google_usb-duo-titan-gray-plus-256gb-muf-256db-apc_ongoing_none-none-automatic-feed_pla_none_none,none-none,cid=es_pd_ppc_google_usb-duo-titan-gray-plus-256gb-muf-256db-apc_ongoing_none-none-automatic-feed_pla_none_none
123,MZ-77Q8T0BW,SSD 870 QVO SATA III 8TB,"El 870 QVO es lo último de la segunda generación de Samsung. El SSD QLC es el tipo de SSD de mayor capacidad, ya que proporciona hasta 8 TB de almacenamiento. Este disco, ofrece opciones increíbles para los usuarios que quieren aumentar la memoria de su PC o portátil hasta el máximo disponible en el mercado, y sin comprometer el rendimiento.",in stock,new,852.99 EUR,852.99 EUR,https://images.samsung.com/is/image/samsung/es-870-qvo-sata-3-2-5-ssd-mz-77q8t0bw-frontblack-277128333?$320_320_PNG$,8806090396014.0,Productos | Informatica | Almacenamiento | Discos Solidos SSD | Informatica | Almacenamiento | Discos Solidos SSD,Samsung,https://shop.samsung.com/es/INFORM%C3%81TICA/Memory/SSD-870-QVO-SATA-III/p/MZ-77Q8T0BW?cid=es_pd_ppc_google_ssd-870-qvo-sata-iii-8tb-mz-77q8t0bw_ongoing_it-memory-automatic-feed_pla_none_none,it-memory,cid=es_pd_ppc_google_ssd-870-qvo-sata-iii-8tb-mz-77q8t0bw_ongoing_it-memory-automatic-feed_pla_none_none
124,MUF-32DB/APC,USB DUO Titan Gray Plus 32GB,Duplica la comodidad. La DUO Plus es una memoria tipo C con un útil adaptador tipo A. Trabaja sin complicaciones: el intuitivo adaptador tipo A integrado funciona con tus dispositivos antiguos. Su rendimiento y velocidad superiores te permiten mover tus datos y liberar espacio con total flexibilidad.,out of stock,new,18.98 EUR,18.98 EUR,https://images.samsung.com/is/image/samsung/es-usb-titan-gray-plus-2018-muf-32db-apc-frontblack-274593384?$320_320_PNG$,8801643233679.0,Productos | Informatica | Almacenamiento | Memorias USB  | Informatica | Almacenamiento | Memorias USB ,Samsung,https://shop.samsung.com/es/INFORM%C3%81TICA/Memory/Memoria-USB-Titan-Gray-Plus/p/MUF-32DB/APC?cid=es_pd_ppc_google_usb-duo-titan-gray-plus-32gb-muf-32db-apc_ongoing_none-none-automatic-feed_pla_none_none,none-none,cid=es_pd_ppc_google_usb-duo-titan-gray-plus-32gb-muf-32db-apc_ongoing_none-none-automatic-feed_pla_none_none
125,MUF-64BE4/APC,USB BAR Titan Gray Plus 64 GB,"Modernidad con un toque cásico. La nueva generación de Bar Plus mejora los pendrives de  uso diario, ofreciendo velocidad y diseño. Cuando lo sujetas, notas cómo el cuerpo metálico de una sola pieza es minimalista, combinando estilo, velocidad y fiabilidad.",in stock,new,15.98 EUR,15.98 EUR,https://images.samsung.com/is/image/samsung/es-usb-3-1-flash-drive-bar-plus-gray-muf-64be4-apc-fronttitaniumgray-274581887?$320_320_PNG$,8801643230739.0,Productos | Informatica | Almacenamiento | Informatica | Almacenamiento,Samsung,https://shop.samsung.com/es/INFORM%C3%81TICA/Memory/BAR-Titan-Gray-Plus/p/MUF-64BE4/APC?cid=es_pd_ppc_google_usb-bar-titan-gray-plus-64-gb-muf-64be4-apc_ongoing_none-none-automatic-feed_pla_none_none,none-none,cid=es_pd_ppc_google_usb-bar-titan-gray-plus-64-gb-muf-64be4-apc_ongoing_none-none-automatic-feed_pla_none_none
126,MUF-256AB/APC,USB FIT Gray Plus 256GB,Obtén más espacio de forma compacta. Conecta el USB FIT Plus para tener un almacenamiento secundario para tus dispositivos y déjalo puesto para llevar fácilmente más archivos donde quiera que vayas. No estorba y tienes los archivos accesibles de forma fiable y rápida con la velocidad de USB 3.1.,in stock,new,45.99 EUR,45.99 EUR,https://images.samsung.com/is/image/samsung/es-usb-3-1-flash-drive-fit-plus-muf-256ab-apc-frontblack-274582366?$320_320_PNG$,8801643233563.0,Productos | Informatica | Almacenamiento | Informatica | Almacenamiento,Samsung,https://shop.samsung.com/es/INFORM%C3%81TICA/Memory/FIT-Titan-Gray-Plus/p/MUF-256AB/APC?cid=es_pd_ppc_google_usb-fit-gray-plus-256gb-muf-256ab-apc_ongoing_none-none-automatic-feed_pla_none_none,none-none,cid=es_pd_ppc_google_usb-fit-gray-plus-256gb-muf-256ab-apc_ongoing_none-none-automatic-feed_pla_none_none
127,MUF-128BE4/APC,USB BAR Titan Gray Plus 128 GB,"Modernidad con un toque cásico. La nueva generación de Bar Plus mejora los pendrives de  uso diario, ofreciendo velocidad y diseño. Cuando lo sujetas, notas cómo el cuerpo metálico de una sola pieza es minimalista, combinando estilo, velocidad y fiabilidad.",in stock,new,25.99 EUR,25.99 EUR,https://images.samsung.com/is/image/samsung/es-usb-3-1-flash-drive-bar-plus-gray-muf-128be4-apc-fronttitaniumgray-274581844?$320_320_PNG$,8801643230692.0,Productos | Informatica | Almacenamiento | Informatica | Almacenamiento,Samsung,https://shop.samsung.com/es/INFORM%C3%81TICA/Memory/BAR-Titan-Gray-Plus/p/MUF-128BE4/APC?cid=es_pd_ppc_google_usb-bar-titan-gray-plus-128-gb-muf-128be4-apc_ongoing_none-none-automatic-feed_pla_none_none,none-none,cid=es_pd_ppc_google_usb-bar-titan-gray-plus-128-gb-muf-128be4-apc_ongoing_none-none-automatic-feed_pla_none_none
128,NZ63R3727BK/UR,Placa de Inducción 3 Fuegos NZ63R3727BK,El control intuitivo de la placa NZ63R3727BK permite controlar la temperatura de una manera rápida y precisa. Desliza tu dedo por el panel de control LED para encender la placa o modificar la temperatura de cada zona.,in stock,new,469.00 EUR,382.22 EUR,https://images.samsung.com/is/image/samsung/es-cooktop-nz63r3727bk-nz63r3727bk-ur-frontblack-255624559?$320_320_PNG$,8806090091308.0,Productos | Electrodomesticos | Cocina | Vitroceramicas | Electrodomesticos | Cocina | Vitroceramicas,Samsung,https://www.samsung.com/es/cooking-appliances/hobs/cooktop-nz63r3727bk-nz63r3727bk-ur/?cid=es_pd_ppc_google_placa-de-inducciandoacute;n-3-fuegos-nz63r3727bk-nz63r3727bk-ur_ongoing_da-kitchen-automatic-feed_pla_none_none,da-kitchen,cid=es_pd_ppc_google_placa-de-inducciandoacute;n-3-fuegos-nz63r3727bk-nz63r3727bk-ur_ongoing_da-kitchen-automatic-feed_pla_none_none
129,SM-P610NZAEPHE,"Galaxy Tab S6 Lite (10.4”, Wi-Fi) con S Pen",,in stock,new,439.00 EUR,339.00 EUR,https://images.samsung.com/is/image/samsung/es-galaxy-tab-s6-lite-p610-sm-p610nzaephe-frontwithspengray-254739193?$320_320_PNG$,8806090647932.0,Productos | Tablets | Galaxy Tab S | Tablets | Galaxy Tab S | Productos | Mobile | Tablets | Galaxy Tab S,Samsung,"https://www.samsung.com/es/tablets/galaxy-tab-s/galaxy-tab-s6-lite-10-4-inch-blue-coral-64gb-wi-fi-sm-p610nzbaphe/buy/?cid=es_pd_ppc_google_galaxy-tab-s6-lite-(10.4andquot;,-wi-fi)-con-s-pen-sm-p610nzaephe_ongoing_im-tablet-automatic-feed_pla_none_none",im-tablet,"cid=es_pd_ppc_google_galaxy-tab-s6-lite-(10.4andquot;,-wi-fi)-con-s-pen-sm-p610nzaephe_ongoing_im-tablet-automatic-feed_pla_none_none"
130,SM-P615NZAEPHE,"Galaxy Tab S6 Lite (10.4”, 4G) con S Pen",Haz mucho más que escuchar música. Disfruta de Spotify en tu dispositivo Galaxy. Sal de la cama con tu propia banda sonora personal. Incluso puedes hacer una búsqueda rápida de canciones directamente desde la ventana de Finder. Ahora puedes sintonizar tu lista de reproducción de mil maneras con Spotify en Galaxy.,out of stock,new,489.00 EUR,389.00 EUR,https://images.samsung.com/is/image/samsung/es-galaxy-tab-s6-lite-p615-sm-p615nzaephe-frontwithspengray-254726517?$320_320_PNG$,8806090647802.0,Productos | Tablets | Galaxy Tab S | Tablets | Galaxy Tab S | Productos | Mobile | Tablets | Galaxy Tab S,Samsung,"https://www.samsung.com/es/tablets/galaxy-tab-s/galaxy-tab-s6-lite-10-4-inch-gray-128gb-lte-sm-p615nzaephe/buy/?cid=es_pd_ppc_google_galaxy-tab-s6-lite-(10.4andquot;,-4g)-con-s-pen-sm-p615nzaephe_ongoing_im-tablet-automatic-feed_pla_none_none",im-tablet,"cid=es_pd_ppc_google_galaxy-tab-s6-lite-(10.4andquot;,-4g)-con-s-pen-sm-p615nzaephe_ongoing_im-tablet-automatic-feed_pla_none_none"
131,NV75N5671RS/EC,Horno Pirolítico Dual Cook Flex 75L NV75N5671RS,"Disfruta de todo un mundo de posibilidades y cocina distintas recetas gracias a la puerta flexible. Abre la puerta superior para cocinar pequeños platos en la zona de arriba del horno. Cuando uses las dos zonas, puedes acceder fácilmente a la parte superior sin pérdida de calor en la inferior. Cuando uses toda la cavidad del horno, abre la puerta entera.",in stock,new,779.00 EUR,779.00 EUR,https://images.samsung.com/is/image/samsung/es-oven-nv75n5671rs-nv75n5671rs-ec-frontsilver-255286184?$320_320_PNG$,8801643818616.0,Productos | Electrodomesticos | Hornos - Microondas | Electrodomesticos | Hornos - Microondas | Productos | Electrodomesticos | Cocina | Hornos - Microondas | Electrodomesticos | Cocina | Hornos - Microondas,Samsung,https://www.samsung.com/es/cooking-appliances/ovens/electric-oven-nv75n5671rs-ec/?cid=es_pd_ppc_google_horno-pirolandiacute;tico-dual-cook-flex-75l-nv75n5671rs-nv75n5671rs-ec_ongoing_da-kitchen-automatic-feed_pla_none_none,da-kitchen,cid=es_pd_ppc_google_horno-pirolandiacute;tico-dual-cook-flex-75l-nv75n5671rs-nv75n5671rs-ec_ongoing_da-kitchen-automatic-feed_pla_none_none
132,MB-MC512HA/EU,EVO Plus Tarjeta microSD 512GB,"Te presentamos las tarjetas de memoria con mayor capacidad y velocidad de lectura de su clase, idóneas para vídeos 4K UHD. Mantén tus recuerdos siempre a salvo con el rendimiento y fiabilidad de las tarjetas EVO Plus. ",out of stock,new,132.99 EUR,132.99 EUR,https://images.samsung.com/is/image/samsung/es-evo-plus-microsd-with-adapter-mb-mc128gaeu-mb-mc512ha-eu-frontred-274556240?$320_320_PNG$,8806090168345.0,Productos | Informatica | Almacenamiento | Tarjetas de memoria | Informatica | Almacenamiento | Tarjetas de memoria,Samsung,https://shop.samsung.com/es/Productos/IT/Almacenamiento/Tarjetas-de-memoria/EVO-Plus-Tarjeta-microSD-32GB/p/MB-MC512HA/EU?cid=es_pd_ppc_google_evo-plus-tarjeta-microsd-512gb-mb-mc512ha-eu_ongoing_none-none-automatic-feed_pla_none_none,none-none,cid=es_pd_ppc_google_evo-plus-tarjeta-microsd-512gb-mb-mc512ha-eu_ongoing_none-none-automatic-feed_pla_none_none
133,MB-MC128HA/EU,EVO Plus Tarjeta microSD 128GB,"Te presentamos las tarjetas de memoria con mayor capacidad y velocidad de lectura de su clase, idóneas para vídeos 4K UHD. Mantén tus recuerdos siempre a salvo con el rendimiento y fiabilidad de las tarjetas EVO Plus. ",out of stock,new,27.00 EUR,27.00 EUR,https://images.samsung.com/is/image/samsung/es-evo-plus-microsd-with-adapter-mb-mc128gaeu-mb-mc128ha-eu-frontred-274556206?$320_320_PNG$,8806090168369.0,Productos | Informatica | Almacenamiento | Tarjetas de memoria | Informatica | Almacenamiento | Tarjetas de memoria,Samsung,https://shop.samsung.com/es/INFORM%C3%81TICA/Memory/EVO-Plus-Tarjeta-microSD/p/MB-MC128HA/EU?cid=es_pd_ppc_google_evo-plus-tarjeta-microsd-128gb-mb-mc128ha-eu_ongoing_none-none-automatic-feed_pla_none_none,none-none,cid=es_pd_ppc_google_evo-plus-tarjeta-microsd-128gb-mb-mc128ha-eu_ongoing_none-none-automatic-feed_pla_none_none
134,MB-MC256HA/EU,EVO Plus Tarjeta microSD 256GB,"Te presentamos las tarjetas de memoria con mayor capacidad y velocidad de lectura de su clase, idóneas para vídeos 4K UHD. Mantén tus recuerdos siempre a salvo con el rendimiento y fiabilidad de las tarjetas EVO Plus. ",out of stock,new,52.99 EUR,52.99 EUR,https://images.samsung.com/is/image/samsung/es-evo-plus-microsd-with-adapter-mb-mc128gaeu-mb-mc256ha-eu-frontred-274556223?$320_320_PNG$,8806090168352.0,Productos | Informatica | Almacenamiento | Tarjetas de memoria | Informatica | Almacenamiento | Tarjetas de memoria,Samsung,https://shop.samsung.com/es/INFORM%C3%81TICA/Memory/EVO-Plus-Tarjeta-microSD/p/MB-MC256HA/EU?cid=es_pd_ppc_google_evo-plus-tarjeta-microsd-256gb-mb-mc256ha-eu_ongoing_none-none-automatic-feed_pla_none_none,none-none,cid=es_pd_ppc_google_evo-plus-tarjeta-microsd-256gb-mb-mc256ha-eu_ongoing_none-none-automatic-feed_pla_none_none
135,MB-MC64HA/EU,EVO Plus Tarjeta microSD 64GB,"Te presentamos las tarjetas de memoria con mayor capacidad y velocidad de lectura de su clase, idóneas para vídeos 4K UHD. Mantén tus recuerdos siempre a salvo con el rendimiento y fiabilidad de las tarjetas EVO Plus. ",out of stock,new,15.98 EUR,15.98 EUR,https://images.samsung.com/is/image/samsung/es-evo-plus-microsd-with-adapter-mb-mc128gaeu-mb-mc64ha-eu-frontred-266878617?$320_320_PNG$,8806090168376.0,Productos | Informatica | Almacenamiento | Tarjetas de memoria | Informatica | Almacenamiento | Tarjetas de memoria,Samsung,https://shop.samsung.com/es/INFORM%C3%81TICA/Memory/EVO-Plus-Tarjeta-microSD/p/MB-MC64HA/EU?cid=es_pd_ppc_google_evo-plus-tarjeta-microsd-64gb-mb-mc64ha-eu_ongoing_none-none-automatic-feed_pla_none_none,none-none,cid=es_pd_ppc_google_evo-plus-tarjeta-microsd-64gb-mb-mc64ha-eu_ongoing_none-none-automatic-feed_pla_none_none
136,SM-N980FZAGEUB,Galaxy Note20,"Un diseño minimalista que representa un cuerpo metálico compuesto de detalles exquisitos y colores trascendentes. Diseñado de forma elegante para que encaje en tu mano a la perfección, con una pantalla de 6,7 ""e""amp;quot; y complementado con un S Pen a juego.",out of stock,new,959.00 EUR,959.00 EUR,https://images.samsung.com/is/image/samsung/es-galaxy-note20-n980-sm-n980fzageub-frontmysticgray-282458517?$320_320_PNG$,8806090596537.0,Productos | Smartphones | Galaxy Note20 Series | Smartphones | Galaxy Note20 Series | Productos | Mobile | Smartphones | Galaxy Note20 Series,Samsung,https://www.samsung.com/es/smartphones/galaxy-note20/buy/?modelCode=SM-N980FZAGEUB?cid=es_pd_ppc_google_galaxy-note20-sm-n980fzageub_ongoing_im-smartphone-automatic-feed_pla_none_none,im-smartphone,cid=es_pd_ppc_google_galaxy-note20-sm-n980fzageub_ongoing_im-smartphone-automatic-feed_pla_none_none
137,SM-R840NZKAEUB,Galaxy Watch3 Bluetooth (45mm),,in stock,new,419.89 EUR,419.89 EUR,https://images.samsung.com/is/image/samsung/es/galaxy-note20/gallery/es-galaxy-watch3-r840-sm-r840nzkaeub-frontmysticblack-274655612?$320_320_PNG$,8806090537912.0,Productos | Wearables | Galaxy Watch  | Wearables | Galaxy Watch  | Productos | Mobile | Wearables | Galaxy Watch ,Samsung,https://www.samsung.com/es/watches/watchstudio/?cid=es_pd_ppc_google_galaxy-watch3-bluetooth-(45mm)-sm-r840nzkaeub_ongoing_im-wearables-automatic-feed_pla_none_none,im-wearables,cid=es_pd_ppc_google_galaxy-watch3-bluetooth-(45mm)-sm-r840nzkaeub_ongoing_im-wearables-automatic-feed_pla_none_none
138,SM-R850NZDAEUB,Galaxy Watch3 Bluetooth (41mm),,out of stock,new,389.90 EUR,389.90 EUR,https://images.samsung.com/is/image/samsung/es/galaxy-note20/gallery/es-galaxy-watch3-r850-sm-r850nzdaeub-frontmysticbronze-274975595?$320_320_PNG$,8806090540059.0,Productos | Wearables | Galaxy Watch  | Wearables | Galaxy Watch  | Productos | Mobile | Wearables | Galaxy Watch ,Samsung,https://www.samsung.com/es/watches/galaxy-watch/galaxy-watch4-classic-black-bt-sm-r880nzkaphe/buy/?cid=es_pd_ppc_google_galaxy-watch3-bluetooth-(41mm)-sm-r850nzdaeub_ongoing_im-wearables-automatic-feed_pla_none_none,im-wearables,cid=es_pd_ppc_google_galaxy-watch3-bluetooth-(41mm)-sm-r850nzdaeub_ongoing_im-wearables-automatic-feed_pla_none_none
139,EJ-PT870BSEGEU,S Pen Galaxy Tab S7,"Completamente rediseñado para obtener un agarre sólido y cómodo, el S Pen tiene también una latencia ultrabaja para que haya el mínimo retraso entre tus pensamiento y tus acciones . Es el mayor salto del S Pen en cuanto a capacidad de respuesta, ofreciéndote una experiencia de escritura totalmente real. Cuando acabes de usarlo, pégalo magnéticamente a la parte posterior de la Tab.",out of stock,new,59.90 EUR,59.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/es/ej-pt870bsegeu/gallery/es-galaxy-tab-s7-s-pen-ej-pt870bsegeu-358725755?$320_320_PNG$,8806090639517.0,Productos | Accesorios | Accesorios tablets | S Pen Tablets | Accesorios | Accesorios tablets | S Pen Tablets,Samsung,https://shop.samsung.com/es/Productos/Accesorios/Accesorios-tablets/S-Pen-Tablets/S-Pen-Galaxy-Tab-S7/p/EJ-PT870BSEGEU?cid=es_pd_ppc_google_s-pen-galaxy-tab-s7-ej-pt870bsegeu_ongoing_none-none-automatic-feed_pla_none_none,none-none,cid=es_pd_ppc_google_s-pen-galaxy-tab-s7-ej-pt870bsegeu_ongoing_none-none-automatic-feed_pla_none_none
140,SM-T976BZKAEUB,"Galaxy Tab S7+ (12.4“, 5G) con S Pen","Descubre Galaxy Tab S7 y S7+. Trabaja y juega en la pantalla ultrafluida de 120Hz, impulsada por nuestro chipset más potente. Colócale un teclado y la usarás como un ordenador, o utiliza el S Pen de latencia ultrabaja para escribir como nunca. Cambia la forma de trabajar y jugar.",in stock,new,1099.00 EUR,879.00 EUR,https://images.samsung.com/is/image/samsung/es-galaxy-tab-s7-plus-5g-t976-sm-t976bzkaeub--Black-295505316?$320_320_PNG$,8806090613357.0,Productos | Tablets | Galaxy Tab S | Tablets | Galaxy Tab S | Productos | Mobile | Tablets | Galaxy Tab S,Samsung,"https://www.samsung.com/es/tablets/galaxy-tab-s/galaxy-tab-s7-plus-12-4-inch-mystic-black-128gb-5g-sm-t976bzkaeub/buy/?cid=es_pd_ppc_google_galaxy-tab-s7+-(12.4andrdquo;,-5g)-con-s-pen-sm-t976bzkaeub_ongoing_im-tablet-automatic-feed_pla_none_none",im-tablet,"cid=es_pd_ppc_google_galaxy-tab-s7+-(12.4andrdquo;,-5g)-con-s-pen-sm-t976bzkaeub_ongoing_im-tablet-automatic-feed_pla_none_none"
141,EJ-PT870BBEGEU,S Pen Galaxy Tab S7,"Completamente rediseñado para obtener un agarre sólido y cómodo, el S Pen tiene también una latencia ultrabaja para que haya el mínimo retraso entre tus pensamiento y tus acciones . Es el mayor salto del S Pen en cuanto a capacidad de respuesta, ofreciéndote una experiencia de escritura totalmente real. Cuando acabes de usarlo, pégalo magnéticamente a la parte posterior de la Tab.",preorder,new,59.90 EUR,59.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/es/ej-pt870bbegeu/gallery/es-galaxy-tab-s7-s-pen-ej-pt870bbegeu-358725744?$320_320_PNG$,8806090639524.0,Productos | Accesorios | Accesorios tablets | S Pen Tablets | Accesorios | Accesorios tablets | S Pen Tablets,Samsung,https://shop.samsung.com/es/Productos/Accesorios/Accesorios-tablets/S-Pen-Tablets/S-Pen-Galaxy-Tab-S7/p/EJ-PT870BBEGEU?cid=es_pd_ppc_google_s-pen-galaxy-tab-s7-ej-pt870bbegeu_ongoing_none-none-automatic-feed_pla_none_none,none-none,cid=es_pd_ppc_google_s-pen-galaxy-tab-s7-ej-pt870bbegeu_ongoing_none-none-automatic-feed_pla_none_none
142,SM-T875NZKAEUB,"Galaxy Tab S7 (11.0”, 4G) con S Pen",,in stock,new,799.00 EUR,799.00 EUR,https://images.samsung.com/is/image/samsung/es-galaxy-tab-s7-4g-t875-sm-t875nzkaeub--Mistic-Black-295505377?$320_320_PNG$,8806090627811.0,Productos | Tablets | Galaxy Tab S | Tablets | Galaxy Tab S | Productos | Mobile | Tablets | Galaxy Tab S,Samsung,"https://www.samsung.com/es/tablets/galaxy-tab-s/galaxy-tab-s7-11-inch-mystic-black-128gb-lte-sm-t875nzkaeub/buy/?cid=es_pd_ppc_google_galaxy-tab-s7-(11.0andquot;,-4g)-con-s-pen-sm-t875nzkaeub_ongoing_im-tablet-automatic-feed_pla_none_none",im-tablet,"cid=es_pd_ppc_google_galaxy-tab-s7-(11.0andquot;,-4g)-con-s-pen-sm-t875nzkaeub_ongoing_im-tablet-automatic-feed_pla_none_none"
143,SM-R180NZWAEUB,Galaxy Buds Live,Sonido hecho para tus oídos,in stock,new,179.90 EUR,179.90 EUR,https://images.samsung.com/is/image/samsung/es/galaxy-note20/gallery/es-galaxy-buds-live-r180-sm-r180nzwaeub-frontmysticwhite-275602721?$320_320_PNG$,8806090486036.0,Productos | Wearables | Galaxy Buds | Wearables | Galaxy Buds | Productos | Mobile | Wearables | Galaxy Buds,Samsung,https://www.samsung.com/es/audio-sound/galaxy-buds/galaxy-buds-live-mystic-white-sm-r180nzwae/?cid=es_pd_ppc_google_galaxy-buds-live-sm-r180nzwaeub_ongoing_im-wearables-automatic-feed_pla_none_none,im-wearables,cid=es_pd_ppc_google_galaxy-buds-live-sm-r180nzwaeub_ongoing_im-wearables-automatic-feed_pla_none_none
144,EP-N3300TBEGEU,Wireless Charger Convertible (2020),"Con el pie magnético desmontable, puedes utilizar el Wireless Charger Convertible como almohadilla o como soporte. Coloca tu teléfono en posición vertical para seguir mirándolo mientras se carga, o apóyalo en horizontal para dejarlo descansar.",in stock,new,59.90 EUR,59.90 EUR,https://images.samsung.com/is/image/samsung/es-wireless-charger-convertible-ep-n3300tbegeu-frontblack-316141611?$320_320_PNG$,8806090499173.0,Productos | Accesorios | Accesorios smartphones | Cargadores y Baterias | Accesorios | Accesorios smartphones | Cargadores y Baterias,Samsung,https://shop.samsung.com/es/DISPOSITIVOS-M%C3%93VILES/Mobile-Phone/Wireless-Charger-Convertible-%282020%29/p/EP-N3300TBEGEU?cid=es_pd_ppc_google_wireless-charger-convertible-(2020)-ep-n3300tbegeu_ongoing_im-accessories-automatic-feed_pla_none_none,im-accessories,cid=es_pd_ppc_google_wireless-charger-convertible-(2020)-ep-n3300tbegeu_ongoing_im-accessories-automatic-feed_pla_none_none
